2,12,1,1,1.8,1,3,1,2,0,187.02,1,2,1,1,1,1,4,3,3,1,1
2,12,1,2,0.4,1,1,1,1,1,230.98,1,19,1,1,1,1,1,1,1,1,1
2,12,1,3,0.05,3,1,2,2,1,246.56,1,20,1,3,3,1,17,1,1,1,1
2,12,1,4,0.8,3,3,2,2,1,193.6,1,1,3,1,1,3,10,3,1,1,3
2,12,1,5,0.8,1,1,1,1,1,199.84,1,5,1,1,1,1,6,3,1,3,1
2,12,1,6,0.05,1,3,1,2,0,282.62,1,16,3,3,3,3,19,1,1,3,3
2,12,1,7,0.2,1,3,1,2,0,309.82,0,16,3,3,3,3,1,1,3,3,1
2,12,1,8,0.05,2,3,2,2,1,244.09,1,13,3,1,2,2,16,3,1,1,3
2,12,1,9,0.05,1,2,1,2,0,267.87,1,11,3,1,3,1,6,1,1,2,2
2,12,1,10,0.2,1,1,1,1,1,180.7,1,5,3,1,3,1,1,1,3,1,3
2,12,1,11,0.1,3,1,2,2,1,217.37,1,14,3,3,1,1,10,1,3,1,3
2,12,1,12,0.8,1,3,1,2,0,214.58,1,20,3,1,3,1,7,3,1,1,3
2,12,1,13,1.8,1,3,1,1,1,166.07,1,8,3,1,3,1,18,1,3,3,1
2,12,1,14,0.8,3,3,2,2,1,263.33,1,8,3,3,1,1,15,1,1,3,3
2,12,1,15,1.8,1,3,1,1,1,194.25,1,20,1,3,1,3,11,3,3,1,1
2,12,1,16,0.1,3,3,2,2,1,215.15,1,12,1,1,3,3,15,1,1,3,3
2,12,1,17,0.2,1,1,1,1,1,260.43,1,19,3,1,3,1,4,1,1,1,1
2,12,1,18,0.4,1,2,1,1,1,220.07,1,17,3,1,3,1,14,3,1,2,2
2,12,1,19,0.1,1,1,1,1,1,265.98,1,7,3,1,3,1,14,1,1,1,1
2,12,1,20,0.4,1,3,1,1,1,220.68,1,16,3,3,3,3,11,1,1,3,3
2,12,1,21,0.4,1,1,1,1,1,218.05,1,15,3,3,3,3,15,3,1,3,1
2,12,1,22,0.8,1,3,1,2,0,222.48,1,9,3,1,3,1,19,1,3,3,1
2,12,1,23,0.1,2,2,2,1,0,270.79,1,10,3,1,2,2,8,1,3,2,2
2,12,1,24,0.4,3,1,2,2,1,14.165,2,1,1,3,3,1,1,3,3,3,3
2,12,1,25,1.8,1,3,1,1,1,240.35,1,7,1,3,1,3,13,3,3,1,1
2,12,1,26,1.8,1,1,1,1,1,207.4,1,4,3,1,3,1,8,3,1,3,1
2,12,1,27,0.1,1,1,1,2,0,266.63,1,14,3,1,3,1,16,1,3,1,3
2,12,1,28,0.2,1,1,1,1,1,273.74,1,12,3,1,3,1,3,1,1,1,1
2,12,1,29,0.05,2,3,2,2,1,268.86,1,17,3,3,2,2,2,1,3,3,1
2,12,1,30,0.2,1,1,1,1,1,296.49,1,13,3,1,3,1,20,1,3,1,3
2,12,1,31,0.05,2,2,2,2,1,279.64,1,13,3,3,2,2,11,1,3,2,2
2,12,1,32,1.8,2,2,2,2,1,209.71,1,15,3,3,2,2,13,1,3,2,2
2,12,1,33,0.05,1,3,1,2,0,263.81,1,7,3,1,3,1,19,1,3,3,1
2,12,1,34,0.2,1,2,1,1,1,250.54,1,13,1,3,1,3,10,3,3,2,2
2,12,1,35,0.2,1,3,1,2,0,263.36,1,11,3,1,3,1,12,1,1,3,3
2,12,1,36,0.1,2,1,2,2,1,233.96,1,8,1,3,2,2,3,1,1,1,1
2,12,1,37,0.2,1,1,1,1,1,210.24,1,3,1,1,1,1,12,3,1,3,1
2,12,1,38,1.8,2,3,2,2,1,222.07,1,18,3,3,2,2,8,3,1,1,3
2,12,1,39,0.4,1,3,1,1,1,260.67,1,19,1,1,1,1,13,3,3,1,1
2,12,1,40,0.05,3,3,2,2,1,276.92,1,15,3,1,1,3,16,1,3,3,1
2,12,1,41,0.1,1,3,1,1,1,319.3,0,8,3,3,3,3,4,3,3,1,1
2,12,1,42,0.8,3,2,2,2,1,193.96,1,2,3,1,1,3,7,1,1,2,2
2,12,1,43,0.8,2,1,2,2,1,282.11,1,20,1,1,2,2,9,1,1,1,1
2,12,1,44,0.8,1,2,1,1,1,221.94,1,2,1,1,1,1,16,3,1,2,2
2,12,1,45,1.8,1,2,1,1,1,212.26,1,18,3,1,3,1,10,1,1,2,2
2,12,1,46,0.05,3,1,2,2,1,276.65,1,14,3,1,1,3,20,3,1,3,1
2,12,1,47,0.05,1,3,1,2,0,353.66,0,8,1,1,1,1,8,1,3,3,1
2,12,1,48,0.2,2,3,2,2,1,267.67,1,9,1,3,2,2,9,3,3,1,1
2,12,1,49,0.8,1,2,1,1,1,200.4,1,2,1,3,1,3,5,3,1,2,2
2,12,1,50,1.8,2,3,2,2,1,199.14,1,20,1,1,2,2,7,1,1,3,3
2,12,1,51,1.8,1,1,1,1,1,267.89,1,3,1,3,1,3,14,3,3,3,3
2,12,1,52,0.2,3,3,2,2,1,243.66,1,19,1,1,3,3,15,1,3,3,1
2,12,1,53,0.8,2,2,2,2,1,247.67,1,6,1,1,2,2,20,1,1,2,2
2,12,1,54,0.4,2,2,2,2,1,314.92,0,4,3,3,2,2,19,1,1,2,2
2,12,1,55,0.8,1,1,1,1,1,270.82,1,13,1,1,1,1,8,3,1,3,1
2,12,1,56,1.8,3,2,2,2,1,204.96,1,1,1,1,3,3,11,3,1,2,2
2,12,1,57,0.05,3,2,2,2,1,369.16,0,5,3,1,1,3,20,3,1,2,2
2,12,1,58,1.8,1,1,1,1,1,208.81,1,16,1,3,1,3,13,1,1,1,1
2,12,1,59,0.8,3,1,2,2,1,198.41,1,10,3,3,1,1,18,3,1,3,1
2,12,1,60,1.8,1,3,1,1,1,201.95,1,5,3,3,3,3,11,1,3,3,1
2,12,1,61,0.4,2,1,2,1,0,256.01,1,1,1,3,2,2,16,1,1,1,1
2,12,1,62,0.2,3,3,2,2,1,253.19,1,14,3,1,1,3,11,3,3,1,1
2,12,1,63,0.1,1,3,1,1,1,283.83,1,9,3,3,3,3,1,3,3,1,1
2,12,1,64,0.1,1,3,1,1,1,316.78,0,12,1,1,1,1,15,1,1,3,3
2,12,1,65,0.2,1,1,1,1,1,279.58,1,4,3,1,3,1,20,1,1,1,1
2,12,1,66,0.2,1,3,1,2,0,254.92,1,3,1,1,1,1,13,3,1,1,3
2,12,1,67,0.1,1,1,1,1,1,301.06,0,15,3,1,3,1,4,1,3,1,3
2,12,1,68,0.1,1,3,1,2,0,285.28,1,2,1,1,1,1,17,1,1,3,3
2,12,1,69,0.4,3,1,2,2,1,255.92,1,9,3,3,1,1,7,1,1,1,1
2,12,1,70,0.05,1,1,1,2,0,259.1,1,11,1,1,1,1,19,3,3,3,3
2,12,1,71,0.1,3,2,2,2,1,196.81,1,11,3,1,1,3,10,3,1,2,2
2,12,1,72,0.4,2,1,2,1,0,304.3,0,2,1,1,2,2,4,1,1,1,1
2,12,1,73,0.4,1,1,1,1,1,236.24,1,20,1,3,1,3,18,1,3,1,3
2,12,1,74,0.4,1,2,1,1,1,227.88,1,3,1,3,1,3,1,3,3,2,2
2,12,1,75,0.05,1,2,1,1,1,328.12,0,11,1,1,1,1,17,3,1,2,2
2,12,1,76,0.1,1,3,1,1,1,212.43,1,2,1,1,1,1,17,3,1,1,3
2,12,1,77,0.4,2,3,2,2,1,279.19,1,17,3,3,2,2,19,3,3,1,1
2,12,1,78,0.8,1,1,1,1,1,252.77,1,13,3,1,3,1,3,1,3,1,3
2,12,2,1,0.2,3,2,2,2,1,172.4,1,2,1,3,3,1,17,1,1,2,2
2,12,2,2,0.05,3,3,2,2,1,234.06,1,10,1,3,3,1,2,1,1,3,3
2,12,2,3,1.8,2,2,2,1,0,191.4,1,9,3,1,2,2,5,1,1,2,2
2,12,2,4,0.8,2,3,2,2,1,196.54,1,17,1,3,2,2,15,3,3,1,1
2,12,2,5,0.4,2,3,2,1,0,228.36,1,8,1,1,2,2,3,1,1,3,3
