subject	session	block	trial 	response duration	typeTop	typeBot	sameFlag	response	correctFlag	rt	rtFlag	face_top	x_top_target	y_top_target	x_top_probe	y_top_probe	face_bot	x_bot_target	y_bot_target	x_bot_probe	y_bot_probe
1	1	4	44	0.4	3	3	2	2	1	224.33	1	8	1	3	3	1	9	1	3	3	1
1	1	4	45	1.8	1	1	1	1	1	241.67	1	9	3	1	3	1	7	1	1	1	1
1	1	4	46	0.05	3	3	2	2	1	324.43	0	7	3	3	1	1	10	3	3	1	1
1	1	4	47	1.8	1	1	1	1	1	205.94	1	14	1	3	1	3	4	1	3	1	3
1	1	4	48	0.05	1	1	1	2	0	272.62	1	7	3	1	3	1	12	3	3	3	3
1	1	4	49	0.2	3	3	2	1	0	196.71	1	19	1	3	3	1	14	3	1	1	3
1	1	4	50	1.8	1	1	1	2	0	206.46	1	9	1	3	1	3	12	3	3	3	3
1	1	4	51	0.2	3	3	2	1	0	240.82	1	18	3	3	1	1	12	1	3	3	1
1	1	4	52	0.8	3	3	2	2	1	220.64	1	6	1	1	3	3	16	3	1	1	3
1	1	4	53	0.1	1	1	1	1	1	247.92	1	7	1	3	1	3	5	3	1	3	1
1	1	4	54	1.8	1	1	1	1	1	216.58	1	19	1	1	1	1	9	3	1	3	1
1	1	4	55	0.1	3	3	2	1	0	269.09	1	2	1	3	3	1	10	3	1	1	3
1	1	4	56	0.1	1	1	1	2	0	218.41	1	11	3	1	3	1	4	1	1	1	1
1	1	4	57	0.4	3	3	2	1	0	209.57	1	3	1	1	3	3	19	3	1	1	3
1	1	4	58	1.8	3	3	2	2	1	273.67	1	2	3	3	1	1	12	3	1	1	3
1	1	4	59	0.05	1	1	1	1	1	270.2	1	14	1	3	1	3	2	3	1	3	1
1	1	4	60	0.2	1	1	1	2	0	211.86	1	16	3	3	3	3	10	1	3	1	3
1	1	4	61	0.4	3	3	2	1	0	201.18	1	8	3	3	1	1	9	1	1	3	3
1	1	4	62	0.05	1	1	1	2	0	202.26	1	18	3	3	3	3	11	3	1	3	1
1	1	4	63	0.4	1	1	1	1	1	221.55	1	12	1	1	1	1	16	3	1	3	1
1	1	4	64	0.4	3	3	2	2	1	237.41	1	14	3	1	1	3	19	3	3	1	1
1	1	4	65	0.8	1	1	1	1	1	245.92	1	18	1	1	1	1	19	3	3	3	3
1	1	4	66	0.8	3	3	2	1	0	255.92	1	4	1	1	3	3	16	1	3	3	1
1	1	4	67	0.05	1	1	1	2	0	254.27	1	16	1	3	1	3	3	3	3	3	3
1	1	4	68	1.8	3	3	2	1	0	223	1	18	1	3	3	1	13	3	1	1	3
1	1	4	69	1.8	1	1	1	1	1	208.93	1	11	3	3	3	3	10	3	1	3	1
1	1	4	70	0.4	1	1	1	2	0	210.96	1	5	3	1	3	1	15	1	3	1	3
1	1	4	71	0.4	3	3	2	1	0	197.94	1	7	3	3	1	1	9	3	3	1	1
1	1	4	72	0.8	3	3	2	1	0	238.93	1	20	1	1	3	3	11	3	3	1	1
1	1	4	73	0.1	1	1	1	2	0	225.46	1	9	1	1	1	1	12	1	1	1	1
1	1	4	74	0.8	1	1	1	1	1	205.36	1	5	3	1	3	1	5	1	1	1	1
1	1	4	75	0.1	1	1	1	2	0	234.49	1	9	3	3	3	3	13	3	1	3	1
1	1	4	76	0.05	1	1	1	1	1	246.26	1	16	3	3	3	3	11	1	3	1	3
1	1	4	77	0.2	1	1	1	2	0	199.77	1	10	1	3	1	3	14	3	3	3	3
1	1	4	78	0.4	1	1	1	1	1	237.27	1	10	3	3	3	3	10	3	3	3	3
1	1	5	1	0.8	1	1	1	2	0	539.35	0	20	3	3	3	3	14	1	3	1	3
1	1	5	2	0.1	3	3	2	1	0	242.41	1	11	3	1	1	3	7	3	3	1	1
1	1	5	3	0.1	1	1	1	2	0	203.86	1	11	1	3	1	3	1	1	3	1	3
1	1	5	4	1.8	3	3	2	1	0	191.57	1	18	1	3	3	1	13	3	3	1	1
1	1	5	5	1.8	3	3	2	2	1	188.42	1	9	1	1	3	3	9	1	1	3	3
1	1	5	6	0.2	1	1	1	1	1	204.65	1	9	3	1	3	1	5	3	1	3	1
1	1	5	7	0.8	3	3	2	2	1	210.07	1	11	1	3	3	1	4	1	3	3	1
1	1	5	8	0.8	1	1	1	2	0	211.37	1	17	1	3	1	3	15	3	3	3	3
1	1	5	9	0.4	3	3	2	1	0	228.3	1	5	3	1	1	3	12	3	3	1	1
1	1	5	10	0.8	1	1	1	2	0	200.32	1	18	3	1	3	1	13	3	1	3	1
1	1	5	11	0.8	3	3	2	1	0	244.18	1	16	3	1	1	3	11	3	1	1	3
1	1	5	12	0.05	3	3	2	2	1	255.62	1	2	1	1	3	3	17	1	1	3	3
1	1	5	13	0.4	1	1	1	1	1	220.8	1	1	1	3	1	3	11	1	1	1	1
1	1	5	14	0.1	3	3	2	2	1	237.7	1	4	3	1	1	3	12	3	1	1	3
1	1	5	15	0.1	3	3	2	2	1	230.06	1	11	3	3	1	1	3	1	3	3	1
1	1	5	16	1.8	3	3	2	1	0	202.6	1	4	3	1	1	3	8	1	1	3	3
1	1	5	17	1.8	3	3	2	2	1	210.06	1	11	1	1	3	3	10	3	3	1	1
1	1	5	18	0.05	3	3	2	1	0	297.44	1	11	3	1	1	3	6	3	1	1	3
1	1	5	19	0.2	3	3	2	2	1	196.46	1	20	1	3	3	1	5	1	1	3	3
1	1	5	20	1.8	3	3	2	1	0	214.51	1	20	1	3	3	1	15	1	1	3	3
1	1	5	21	1.8	3	3	2	2	1	210.73	1	7	3	3	1	1	17	1	1	3	3
1	1	5	22	0.1	3	3	2	1	0	259.31	1	19	1	1	3	3	11	3	3	1	1
1	1	5	23	0.1	1	1	1	2	0	250.53	1	12	1	3	1	3	17	3	1	3	1
1	1	5	24	0.8	1	1	1	1	1	218.26	1	18	1	1	1	1	10	3	3	3	3
1	1	5	25	0.8	1	1	1	2	0	200.89	1	13	1	3	1	3	18	1	1	1	1
1	1	5	26	0.2	3	3	2	1	0	283.07	1	1	1	3	3	1	4	3	1	1	3
1	1	5	27	0.8	1	1	1	2	0	197.93	1	13	1	1	1	1	2	1	3	1	3
1	1	5	28	0.2	3	3	2	2	1	213.8	1	12	1	1	3	3	18	1	3	3	1
1	1	5	29	0.1	3	3	2	2	1	217.02	1	1	3	3	1	1	8	1	1	3	3
1	1	5	30	0.05	3	3	2	1	0	265.28	1	3	3	3	1	1	17	3	1	1	3
1	1	5	31	0.2	3	3	2	2	1	202.4	1	3	3	1	1	3	8	1	1	3	3
1	1	5	32	0.8	3	3	2	1	0	233.1	1	9	1	1	3	3	9	1	1	3	3
1	1	5	33	0.4	1	1	1	2	0	204.12	1	15	1	3	1	3	7	3	3	3	3
1	1	5	34	0.2	1	1	1	2	0	205.92	1	18	1	3	1	3	7	1	3	1	3
1	1	5	35	1.8	3	3	2	1	0	198.35	1	9	1	3	3	1	7	3	1	1	3
1	1	5	36	0.8	1	1	1	2	0	180.26	1	18	3	3	3	3	10	1	3	1	3
1	1	5	37	1.8	1	1	1	1	1	187.53	1	19	3	3	3	3	19	3	1	3	1
1	1	5	38	0.2	1	1	1	2	0	210.12	1	17	3	3	3	3	8	1	1	1	1
1	1	5	39	0.4	1	1	1	1	1	239.83	1	2	1	1	1	1	17	3	3	3	3
1	1	5	40	0.05	1	1	1	2	0	318.19	0	3	1	1	1	1	4	3	3	3	3
1	1	5	41	1.8	3	3	2	2	1	191.78	1	10	1	3	3	1	14	3	1	1	3
1	1	5	42	0.05	1	1	1	2	0	440.06	0	17	3	3	3	3	5	3	1	3	1
1	1	5	43	0.4	3	3	2	1	0	184.49	1	11	1	3	3	1	1	1	1	3	3
1	1	5	44	0.8	3	3	2	2	1	188.78	1	16	1	3	3	1	2	1	1	3	3
1	1	5	45	0.1	1	1	1	2	0	263.52	1	4	1	1	1	1	19	1	3	1	3
1	1	5	46	1.8	3	3	2	1	0	194.41	1	15	1	3	3	1	14	1	1	3	3
1	1	5	47	0.05	3	3	2	2	1	241.79	1	20	1	1	3	3	12	3	3	1	1
1	1	5	48	0.4	3	3	2	1	0	211.49	1	11	3	3	1	1	10	1	1	3	3
1	1	5	49	0.2	1	1	1	2	0	268	1	5	3	1	3	1	8	3	1	3	1
1	1	5	50	0.1	1	1	1	1	1	254.71	1	3	1	3	1	3	2	1	1	1	1
1	1	5	51	1.8	1	1	1	2	0	229.4	1	8	3	3	3	3	7	3	1	3	1
1	1	5	52	0.2	1	1	1	1	1	221.94	1	14	3	3	3	3	11	1	3	1	3
1	1	5	53	0.8	1	1	1	2	0	184.21	1	5	3	3	3	3	9	1	1	1	1
1	1	5	54	0.1	3	3	2	1	0	225.37	1	9	1	3	3	1	4	3	1	1	3
1	1	5	55	0.2	1	1	1	1	1	235.54	1	1	3	3	3	3	16	1	1	1	1
1	1	5	56	0.4	3	3	2	2	1	216.26	1	7	1	3	3	1	19	3	1	1	3
1	1	5	57	0.05	1	1	1	1	1	250.18	1	1	3	1	3	1	5	1	3	1	3
1	1	5	58	0.2	1	1	1	2	0	209.72	1	9	1	3	1	3	12	3	1	3	1
1	1	5	59	0.4	1	1	1	1	1	241.21	1	16	1	1	1	1	16	3	3	3	3
1	1	5	60	0.4	3	3	2	2	1	244.4	1	12	3	3	1	1	10	1	1	3	3
1	1	5	61	0.2	1	1	1	1	1	214	1	1	1	3	1	3	14	1	1	1	1
1	1	5	62	0.05	3	3	2	2	1	208.29	1	14	3	3	1	1	14	1	1	3	3
1	1	5	63	0.4	3	3	2	1	0	221.1	1	20	3	1	1	3	12	3	3	1	1
1	1	5	64	0.1	1	1	1	2	0	198.1	1	4	3	3	3	3	9	3	3	3	3
1	1	5	65	0.05	3	3	2	1	0	270.76	1	5	1	1	3	3	10	1	1	3	3
1	1	5	66	0.05	3	3	2	2	1	226.42	1	11	1	3	3	1	17	1	3	3	1
1	1	5	67	0.4	3	3	2	1	0	182.4	1	6	1	1	3	3	5	3	1	1	3
1	1	5	68	0.05	3	3	2	2	1	267.34	1	1	1	1	3	3	11	3	1	1	3
1	1	5	69	0.4	3	3	2	1	0	210.36	1	9	3	3	1	1	9	3	3	1	1
1	1	5	70	0.4	3	3	2	2	1	308.15	0	14	1	3	3	1	12	3	1	1	3
1	1	5	71	1.8	1	1	1	1	1	210.31	1	7	3	1	3	1	11	3	1	3	1
1	1	5	72	0.1	1	1	1	2	0	262.89	1	19	1	3	1	3	15	3	1	3	1
1	1	5	73	0.2	1	1	1	1	1	125.77	1	7	3	3	3	3	4	1	1	1	1
1	1	5	74	0.8	1	1	1	2	0	190.86	1	3	1	3	1	3	13	1	1	1	1
1	1	5	75	0.05	3	3	2	1	0	218.15	1	10	3	3	1	1	3	3	1	1	3
1	1	5	76	1.8	3	3	2	2	1	199.53	1	3	3	3	1	1	19	1	1	3	3
1	1	5	77	0.05	3	3	2	1	0	261.57	1	14	1	3	3	1	12	3	3	1	1
1	1	5	78	0.1	3	3	2	2	1	216.7	1	2	3	3	1	1	18	3	3	1	1
1	1	6	1	0.05	1	1	1	2	0	356.61	0	7	3	3	3	3	3	3	1	3	1
1	1	6	2	0.2	3	3	2	1	0	180.95	1	3	3	1	1	3	11	3	1	1	3
1	1	6	3	0.8	3	3	2	2	1	177.07	1	4	3	3	1	1	11	3	1	1	3
1	1	6	4	0.2	1	1	1	1	1	221.45	1	1	1	1	1	1	20	1	1	1	1
1	1	6	5	0.8	1	1	1	2	0	194.08	1	18	1	3	1	3	19	1	1	1	1
1	1	6	6	0.4	3	3	2	1	0	201.46	1	6	3	1	1	3	7	1	3	3	1
1	1	6	7	0.1	1	1	1	2	0	211.76	1	16	3	1	3	1	11	3	3	3	3
1	1	6	8	0.8	1	1	1	1	1	197.29	1	6	3	1	3	1	18	3	1	3	1
1	1	6	9	0.05	1	1	1	2	0	209.94	1	6	3	1	3	1	19	3	1	3	1
1	1	6	10	0.1	1	1	1	1	1	193.63	1	18	1	3	1	3	18	3	1	3	1
1	1	6	11	0.4	1	1	1	2	0	204.09	1	20	3	3	3	3	17	3	3	3	3
1	1	6	12	0.8	3	3	2	2	1	204.47	1	11	3	1	1	3	17	3	1	1	3
1	1	6	13	0.4	3	3	2	1	0	169.62	1	17	3	3	1	1	9	3	1	1	3
1	1	6	14	0.1	3	3	2	2	1	231.4	1	5	3	1	1	3	18	3	3	1	1
1	1	6	15	0.2	3	3	2	1	0	194.51	1	17	1	1	3	3	9	1	3	3	1
1	1	6	16	0.4	1	1	1	2	0	219.42	1	3	3	1	3	1	7	1	3	1	3
1	1	6	17	0.2	3	3	2	1	0	189.4	1	1	3	3	1	1	4	3	3	1	1
1	1	6	18	0.2	3	3	2	2	1	270.92	1	9	1	1	3	3	9	3	3	1	1
1	1	6	19	0.05	1	1	1	1	1	232.67	1	18	3	1	3	1	4	3	3	3	3
1	1	6	20	0.2	1	1	1	2	0	169.95	1	1	1	1	1	1	2	1	3	1	3
1	1	6	21	0.1	1	1	1	1	1	233.2	1	7	1	1	1	1	14	3	1	3	1
1	1	6	22	0.05	1	1	1	2	0	243.48	1	4	3	3	3	3	2	1	1	1	1
1	1	6	23	0.2	3	3	2	2	1	191.56	1	16	3	1	1	3	16	1	3	3	1
1	1	6	24	0.1	1	1	1	1	1	213.83	1	10	1	1	1	1	9	1	3	1	3
1	1	6	25	0.8	1	1	1	2	0	199.34	1	18	1	1	1	1	14	3	3	3	3
1	1	6	26	0.05	3	3	2	2	1	231.98	1	14	3	1	1	3	7	1	1	3	3
1	1	6	27	0.4	3	3	2	1	0	211.5	1	6	3	3	1	1	19	3	3	1	1
1	1	6	28	0.4	3	3	2	2	1	156.6	1	6	3	3	1	1	4	1	3	3	1
1	1	6	29	0.05	1	1	1	1	1	222.06	1	12	3	1	3	1	3	1	1	1	1
1	1	6	30	0.05	3	3	2	2	1	118.29	1	17	3	1	1	3	17	1	3	3	1
1	1	6	31	1.8	3	3	2	1	0	232.28	1	1	1	3	3	1	12	3	3	1	1
1	1	6	32	0.8	3	3	2	2	1	201.35	1	7	3	3	1	1	3	3	3	1	1
1	1	6	33	0.4	3	3	2	2	1	201.57	1	9	1	3	3	1	3	1	1	3	3
1	1	6	34	0.1	1	1	1	1	1	262.47	1	10	3	3	3	3	6	3	3	3	3
1	1	6	35	0.1	1	1	1	2	0	236.57	1	17	1	3	1	3	5	1	3	1	3
1	1	6	36	0.4	1	1	1	1	1	180.94	1	12	3	3	3	3	12	1	3	1	3
1	1	6	37	1.8	1	1	1	2	0	195.2	1	10	3	3	3	3	1	1	1	1	1
1	1	6	38	0.4	3	3	2	1	0	228.97	1	19	1	1	3	3	16	3	3	1	1
1	1	6	39	0.2	1	1	1	2	0	173.84	1	17	3	3	3	3	12	3	3	3	3
1	1	6	40	0.4	1	1	1	2	0	201.23	1	9	1	1	1	1	19	1	3	1	3
1	1	6	41	0.05	3	3	2	1	0	258.36	1	16	3	3	1	1	7	1	3	3	1
1	1	6	42	0.4	1	1	1	2	0	184.5	1	6	1	3	1	3	13	3	1	3	1
1	1	6	43	0.8	1	1	1	1	1	252.13	1	10	1	1	1	1	10	1	1	1	1
1	1	6	44	0.1	3	3	2	2	1	283.47	1	4	1	3	3	1	13	3	3	1	1
1	1	6	45	0.2	1	1	1	2	0	213.17	1	6	3	3	3	3	4	3	1	3	1
1	1	6	46	0.1	3	3	2	1	0	215.32	1	10	3	1	1	3	16	3	1	1	3
1	1	6	47	1.8	3	3	2	2	1	246.54	1	1	1	3	3	1	7	3	3	1	1
1	1	6	48	0.05	1	1	1	2	0	239.92	1	12	3	1	3	1	1	1	1	1	1
1	1	6	49	0.1	1	1	1	1	1	264.88	1	19	3	1	3	1	8	1	3	1	3
1	1	6	50	0.8	3	3	2	2	1	367.78	0	9	3	3	1	1	19	1	1	3	3
1	1	6	51	0.1	3	3	2	2	1	229.48	1	13	3	3	1	1	3	1	1	3	3
1	1	6	52	0.2	1	1	1	1	1	200	1	7	3	1	3	1	10	1	3	1	3
1	1	6	53	1.8	3	3	2	2	1	178.98	1	7	1	3	3	1	5	1	1	3	3
1	1	6	54	0.8	3	3	2	1	0	243.03	1	11	3	3	1	1	3	3	3	1	1
1	1	6	55	1.8	3	3	2	2	1	198.91	1	3	3	3	1	1	7	3	3	1	1
1	1	6	56	0.05	3	3	2	2	1	244.43	1	10	3	3	1	1	9	3	1	1	3
1	1	6	57	1.8	1	1	1	1	1	223.65	1	20	3	3	3	3	17	1	1	1	1
1	1	6	58	0.4	1	1	1	2	0	198.34	1	12	1	3	1	3	8	1	3	1	3
1	1	6	59	0.8	1	1	1	2	0	215.02	1	17	3	1	3	1	7	1	1	1	1
1	1	6	60	1.8	1	1	1	1	1	195.98	1	9	3	3	3	3	20	3	3	3	3
1	1	6	61	0.05	1	1	1	1	1	285.68	1	1	1	3	1	3	20	3	1	3	1
1	1	6	62	1.8	1	1	1	2	0	201.15	1	14	3	1	3	1	11	1	1	1	1
1	1	6	63	1.8	1	1	1	2	0	204.4	1	15	3	1	3	1	12	3	1	3	1
1	1	6	64	1.8	3	3	2	1	0	269.75	1	6	1	1	3	3	5	1	1	3	3
1	1	6	65	0.8	1	1	1	1	1	291.91	1	19	3	1	3	1	14	3	1	3	1
1	1	6	66	0.2	3	3	2	1	0	260.46	1	10	1	3	3	1	5	3	3	1	1
1	1	6	67	0.8	1	1	1	1	1	263.45	1	13	1	3	1	3	6	1	3	1	3
1	1	6	68	0.2	3	3	2	2	1	214.78	1	16	1	1	3	3	8	3	1	1	3
1	1	6	69	0.05	3	3	2	2	1	277.37	1	10	1	1	3	3	7	3	3	1	1
1	1	6	70	0.1	1	1	1	2	0	236.12	1	4	1	1	1	1	7	3	1	3	1
1	1	6	71	0.4	3	3	2	2	1	213.54	1	9	3	1	1	3	10	3	1	1	3
1	1	6	72	1.8	3	3	2	1	0	239.2	1	17	3	3	1	1	1	1	3	3	1
1	1	6	73	1.8	1	1	1	2	0	202.74	1	12	1	1	1	1	20	1	1	1	1
1	1	6	74	0.05	1	1	1	1	1	313.36	0	3	3	3	3	3	12	1	3	1	3
1	1	6	75	0.8	3	3	2	2	1	213.04	1	20	3	1	1	3	19	1	1	3	3
1	1	6	76	0.2	1	1	1	1	1	207.06	1	6	3	1	3	1	4	1	3	1	3
1	1	6	77	0.1	1	1	1	2	0	212.24	1	18	1	1	1	1	12	3	1	3	1
1	1	6	78	1.8	1	1	1	1	1	205.19	1	9	3	1	3	1	14	1	3	1	3
1	1	7	1	0.8	3	3	2	2	1	177.98	1	9	3	1	1	3	17	1	1	3	3
1	1	7	2	0.1	3	3	2	1	0	298.16	1	10	3	3	1	1	4	3	1	1	3
1	1	7	3	0.1	1	1	1	2	0	249.88	1	6	1	3	1	3	19	1	1	1	1
1	1	7	4	0.1	1	1	1	1	1	250.92	1	14	1	1	1	1	1	3	3	3	3
1	1	7	5	0.2	1	1	99	99	99	99	99	18	3	3	3	3	4	1	1	1	1
1	1	7	6	0.1	1	1	1	1	1	423.95	0	6	1	1	1	1	8	1	1	1	1
1	1	7	7	0.4	3	3	2	2	1	209.73	1	1	1	3	3	1	11	1	3	3	1
1	1	7	8	0.4	1	1	1	1	1	245.93	1	13	3	1	3	1	9	3	3	3	3
1	1	7	9	0.2	1	1	1	1	1	287.57	1	1	3	1	3	1	18	3	1	3	1
1	1	7	10	0.05	1	1	1	1	1	294.36	1	20	3	3	3	3	16	1	3	1	3
1	1	7	11	1.8	3	3	2	2	1	210.92	1	16	3	1	1	3	16	1	1	3	3
1	1	7	12	0.8	1	1	1	1	1	209.82	1	8	1	3	1	3	6	1	3	1	3
1	1	7	13	0.4	3	3	2	1	0	209.61	1	20	1	3	3	1	11	3	1	1	3
1	1	7	14	0.1	1	1	1	2	0	342.44	0	14	3	1	3	1	18	1	3	1	3
1	1	7	15	0.2	1	1	1	1	1	206.7	1	13	3	3	3	3	7	1	3	1	3
1	1	7	16	0.05	1	1	1	1	1	317.25	0	2	1	3	1	3	15	3	1	3	1
1	1	7	17	0.8	1	1	1	1	1	201.33	1	18	1	3	1	3	3	1	1	1	1
1	1	7	18	0.1	3	3	2	2	1	570.85	0	8	3	1	1	3	19	3	3	1	1
1	1	7	19	0.05	1	1	1	1	1	317.77	0	8	1	3	1	3	6	3	3	3	3
1	1	7	20	0.05	1	1	1	1	1	203.95	1	13	3	1	3	1	14	3	3	3	3
1	1	7	21	1.8	1	1	1	1	1	197.79	1	3	3	3	3	3	10	1	3	1	3
1	1	7	22	1.8	1	1	1	1	1	195.63	1	2	1	3	1	3	1	3	1	3	1
1	1	7	23	1.8	3	3	2	2	1	200.58	1	17	1	1	3	3	1	1	1	3	3
1	1	7	24	0.05	1	1	1	1	1	290.7	1	7	3	1	3	1	18	1	1	1	1
1	1	7	25	0.8	1	1	1	1	1	206.26	1	2	3	1	3	1	4	1	3	1	3
1	1	7	26	0.1	1	1	1	2	0	327.91	0	5	1	3	1	3	6	3	3	3	3
1	1	7	27	1.8	3	3	99	99	99	99	99	5	1	1	3	3	12	3	1	1	3
1	1	7	28	1.8	3	3	2	2	1	188.01	1	15	3	1	1	3	20	1	1	3	3
1	1	7	29	0.2	1	1	1	1	1	56.08	2	4	3	3	3	3	10	1	3	1	3
1	1	7	30	0.8	3	3	2	2	1	271.5	1	20	1	3	3	1	13	3	1	1	3
1	1	7	31	0.2	1	1	1	1	1	235.47	1	11	1	1	1	1	14	3	3	3	3
1	1	7	32	0.8	3	3	2	2	1	231.48	1	18	3	3	1	1	18	1	3	3	1
1	1	7	33	1.8	1	1	99	99	99	99	99	6	1	3	1	3	14	3	3	3	3
1	1	7	34	0.2	3	3	2	2	1	471.6	0	4	3	3	1	1	17	3	1	1	3
1	1	7	35	0.2	1	1	1	2	0	289.92	1	13	1	3	1	3	3	3	1	3	1
1	1	7	36	0.2	3	3	2	2	1	220.55	1	1	3	3	1	1	15	3	3	1	1
1	1	7	37	1.8	3	3	2	2	1	214.44	1	14	3	1	1	3	2	1	3	3	1
1	1	7	38	0.1	1	1	1	1	1	284.47	1	16	1	1	1	1	16	1	3	1	3
1	1	7	39	0.05	3	3	2	1	0	329.19	0	1	1	1	3	3	2	1	3	3	1
1	1	7	40	1.8	1	1	1	1	1	252.74	1	6	3	3	3	3	8	1	1	1	1
1	1	7	41	0.4	3	3	2	2	1	242.73	1	16	1	1	3	3	5	3	3	1	1
1	1	7	42	0.4	3	3	2	2	1	279.46	1	16	3	3	1	1	4	1	3	3	1
1	1	7	43	0.05	3	3	2	2	1	395.62	0	14	3	1	1	3	7	3	1	1	3
1	1	7	44	0.8	1	1	1	2	0	240.72	1	15	3	1	3	1	2	3	1	3	1
1	1	7	45	1.8	3	3	2	2	1	185.89	1	15	3	3	1	1	20	3	1	1	3
1	1	7	46	0.4	3	3	2	2	1	220.95	1	14	3	3	1	1	6	1	1	3	3
1	1	7	47	0.1	3	3	2	2	1	319.07	0	1	1	3	3	1	16	1	1	3	3
1	1	7	48	0.4	1	1	1	1	1	235.04	1	3	1	3	1	3	19	1	3	1	3
1	1	7	49	0.05	3	3	2	2	1	332.95	0	5	1	3	3	1	8	1	3	3	1
1	1	7	50	0.2	3	3	2	2	1	311.6	0	20	3	1	1	3	19	1	1	3	3
1	1	7	51	0.8	3	3	2	2	1	197.44	1	6	3	1	1	3	18	1	3	3	1
1	1	7	52	0.8	1	1	1	1	1	189.7	1	16	3	1	3	1	17	3	1	3	1
1	1	7	53	0.2	3	3	2	2	1	183.52	1	9	3	1	1	3	18	3	3	1	1
1	1	7	54	0.1	3	3	2	2	1	317.45	0	14	1	3	3	1	13	1	3	3	1
1	1	7	55	0.8	3	3	2	2	1	213.48	1	19	3	1	1	3	4	1	3	3	1
1	1	7	56	0.8	1	1	1	1	1	253.91	1	18	3	1	3	1	14	3	3	3	3
1	1	7	57	0.4	3	3	2	2	1	252.35	1	20	3	1	1	3	11	1	1	3	3
1	1	7	58	0.4	1	1	1	1	1	246.49	1	16	1	1	1	1	14	3	1	3	1
1	1	7	59	0.4	1	1	1	1	1	233.5	1	13	3	1	3	1	13	3	1	3	1
1	1	7	60	0.2	1	1	1	1	1	275.49	1	17	3	3	3	3	15	3	3	3	3
1	1	7	61	0.4	3	3	2	2	1	230.95	1	15	3	3	1	1	12	3	1	1	3
1	1	7	62	0.2	3	3	2	2	1	310.63	0	5	3	1	1	3	16	3	1	1	3
1	1	7	63	0.4	3	3	2	1	0	255.99	1	20	3	3	1	1	7	1	3	3	1
1	1	7	64	0.05	3	3	2	2	1	387.37	0	12	1	1	3	3	1	3	3	1	1
1	1	7	65	0.1	1	1	1	1	1	272.65	1	13	1	1	1	1	1	1	1	1	1
1	1	7	66	0.4	3	3	2	2	1	196.62	1	5	1	1	3	3	11	1	1	3	3
1	1	7	67	0.05	1	1	1	2	0	316.44	0	2	3	1	3	1	7	1	3	1	3
1	1	7	68	0.1	3	3	2	2	1	300.38	0	15	3	3	1	1	3	3	3	1	1
1	1	7	69	0.8	1	1	1	1	1	190.93	1	1	3	3	3	3	5	1	3	1	3
1	1	7	70	0.8	1	1	1	1	1	185.34	1	2	1	3	1	3	11	1	1	1	1
1	1	7	71	1.8	1	1	1	1	1	246.13	1	15	1	3	1	3	12	3	3	3	3
1	1	7	72	1.8	1	1	1	1	1	175.47	1	6	3	1	3	1	5	1	1	1	1
1	1	7	73	0.05	3	3	2	2	1	294.7	1	11	1	3	3	1	6	3	3	1	1
1	1	7	74	1.8	3	3	2	2	1	192.4	1	8	1	3	3	1	1	1	3	3	1
1	1	7	75	0.2	1	1	1	2	0	238.54	1	1	3	3	3	3	11	1	1	1	1
1	1	7	76	0.1	1	1	1	1	1	360.56	0	12	3	3	3	3	1	3	3	3	3
1	1	7	77	0.05	3	3	2	2	1	336.61	0	7	1	3	3	1	15	1	3	3	1
1	1	7	78	0.05	3	3	2	2	1	357.78	0	13	1	1	3	3	16	1	3	3	1
1	1	8	1	0.4	1	1	1	1	1	219.32	1	7	1	1	1	1	17	3	3	3	3
1	1	8	2	0.1	1	1	1	1	1	286.65	1	17	3	3	3	3	17	1	1	1	1
1	1	8	3	0.4	3	3	2	2	1	193.7	1	6	1	1	3	3	1	3	3	1	1
1	1	8	4	0.1	1	1	1	2	0	261.27	1	5	3	3	3	3	4	1	1	1	1
1	1	8	5	0.2	1	1	1	1	1	288.76	1	17	1	3	1	3	17	1	3	1	3
1	1	8	6	0.4	1	1	1	1	1	201.78	1	19	3	3	3	3	7	1	1	1	1
1	1	8	7	0.8	3	3	99	99	99	99	99	8	1	1	3	3	4	3	1	1	3
1	1	8	8	0.2	1	1	1	1	1	324.57	0	7	1	3	1	3	8	3	1	3	1
1	1	8	9	0.2	3	3	2	2	1	192.09	1	20	1	3	3	1	20	3	3	1	1
1	1	8	10	0.2	1	1	1	1	1	260.51	1	9	3	3	3	3	19	1	1	1	1
1	1	8	11	0.8	3	3	99	99	99	99	99	10	3	3	1	1	5	3	3	1	1
1	1	8	12	1.8	1	1	1	1	1	201.69	1	1	1	3	1	3	19	1	1	1	1
1	1	8	13	0.1	3	3	2	2	1	349.33	0	13	1	1	3	3	17	3	1	1	3
1	1	8	14	1.8	3	3	2	2	1	192.96	1	19	1	1	3	3	7	3	1	1	3
1	1	8	15	0.1	3	3	2	1	0	294.54	1	11	3	1	1	3	18	3	3	1	1
1	1	8	16	0.4	1	1	1	1	1	245.04	1	10	1	3	1	3	14	1	3	1	3
1	1	8	17	0.1	1	1	1	1	1	344.25	0	9	3	3	3	3	19	1	1	1	1
1	1	8	18	0.4	1	1	1	1	1	247.43	1	2	3	3	3	3	3	3	1	3	1
1	1	8	19	0.05	1	1	1	2	0	316.1	0	4	1	3	1	3	18	3	3	3	3
1	1	8	20	0.8	1	1	1	1	1	220.84	1	9	1	3	1	3	6	1	1	1	1
